ID	K	Plapse	m1	m2	m3	m4	m5	m6	t0	t0_err	sigma0	C	C_err	alpha	alpha_err	w1	w1_err	w2	w2_err	LogLik	LogLaplace	SPD	normg	TrialsC1	TrialsC2	TrialsC3	TrialsC4	TrialsC5	TrialsC6	TrialsC7	TrialsC8	TrialsC9	TrialsC10	TrialsC11	TrialsC12	TrialsC13	TrialsC14	TrialsC15	TrialsC16	TrialsC17	TrialsC18	TrialsC19	TrialsC20	TrialsC21	TrialsC22	TrialsC23	TrialsC24	ExpDurC1	ExpDurC2	ExpDurC3	ExpDurC4	ExpDurC5	ExpDurC6	ExpDurC7	ExpDurC8	ExpDurC9	ExpDurC10	ExpDurC11	ExpDurC12	ExpDurC13	ExpDurC14	ExpDurC15	ExpDurC16	ExpDurC17	ExpDurC18	ExpDurC19	ExpDurC20	ExpDurC21	ExpDurC22	ExpDurC23	ExpDurC24	TargetsC1	TargetsC2	TargetsC3	TargetsC4	TargetsC5	TargetsC6	TargetsC7	TargetsC8	TargetsC9	TargetsC10	TargetsC11	TargetsC12	TargetsC13	TargetsC14	TargetsC15	TargetsC16	TargetsC17	TargetsC18	TargetsC19	TargetsC20	TargetsC21	TargetsC22	TargetsC23	TargetsC24	DistractorsC1	DistractorsC2	DistractorsC3	DistractorsC4	DistractorsC5	DistractorsC6	DistractorsC7	DistractorsC8	DistractorsC9	DistractorsC10	DistractorsC11	DistractorsC12	DistractorsC13	DistractorsC14	DistractorsC15	DistractorsC16	DistractorsC17	DistractorsC18	DistractorsC19	DistractorsC20	DistractorsC21	DistractorsC22	DistractorsC23	DistractorsC24	ErrorRate	ErrorRateC1	ErrorRateC2	ErrorRateC3	ErrorRateC4	ErrorRateC5	ErrorRateC6	ErrorRateC7	ErrorRateC8	ErrorRateC9	ErrorRateC10	ErrorRateC11	ErrorRateC12	ErrorRateC13	ErrorRateC14	ErrorRateC15	ErrorRateC16	ErrorRateC17	ErrorRateC18	ErrorRateC19	ErrorRateC20	ErrorRateC21	ErrorRateC22	ErrorRateC23	ErrorRateC24	MeanErrors	MeanErrorsC1	MeanErrorsC2	MeanErrorsC3	MeanErrorsC4	MeanErrorsC5	MeanErrorsC6	MeanErrorsC7	MeanErrorsC8	MeanErrorsC9	MeanErrorsC10	MeanErrorsC11	MeanErrorsC12	MeanErrorsC13	MeanErrorsC14	MeanErrorsC15	MeanErrorsC16	MeanErrorsC17	MeanErrorsC18	MeanErrorsC19	MeanErrorsC20	MeanErrorsC21	MeanErrorsC22	MeanErrorsC23	MeanErrorsC24	MeanIntrusions	MeanIntrusionsC1	MeanIntrusionsC2	MeanIntrusionsC3	MeanIntrusionsC4	MeanIntrusionsC5	MeanIntrusionsC6	MeanIntrusionsC7	MeanIntrusionsC8	MeanIntrusionsC9	MeanIntrusionsC10	MeanIntrusionsC11	MeanIntrusionsC12	MeanIntrusionsC13	MeanIntrusionsC14	MeanIntrusionsC15	MeanIntrusionsC16	MeanIntrusionsC17	MeanIntrusionsC18	MeanIntrusionsC19	MeanIntrusionsC20	MeanIntrusionsC21	MeanIntrusionsC22	MeanIntrusionsC23	MeanIntrusionsC24	MeanReported	MeanReportedC1	MeanReportedC2	MeanReportedC3	MeanReportedC4	MeanReportedC5	MeanReportedC6	MeanReportedC7	MeanReportedC8	MeanReportedC9	MeanReportedC10	MeanReportedC11	MeanReportedC12	MeanReportedC13	MeanReportedC14	MeanReportedC15	MeanReportedC16	MeanReportedC17	MeanReportedC18	MeanReportedC19	MeanReportedC20	MeanReportedC21	MeanReportedC22	MeanReportedC23	MeanReportedC24	MeanScoreC1	MeanScoreC2	MeanScoreC3	MeanScoreC4	MeanScoreC5	MeanScoreC6	MeanScoreC7	MeanScoreC8	MeanScoreC9	MeanScoreC10	MeanScoreC11	MeanScoreC12	MeanScoreC13	MeanScoreC14	MeanScoreC15	MeanScoreC16	MeanScoreC17	MeanScoreC18	MeanScoreC19	MeanScoreC20	MeanScoreC21	MeanScoreC22	MeanScoreC23	MeanScoreC24	PredMeanScoreC1	PredMeanScoreC2	PredMeanScoreC3	PredMeanScoreC4	PredMeanScoreC5	PredMeanScoreC6	PredMeanScoreC7	PredMeanScoreC8	PredMeanScoreC9	PredMeanScoreC10	PredMeanScoreC11	PredMeanScoreC12	PredMeanScoreC13	PredMeanScoreC14	PredMeanScoreC15	PredMeanScoreC16	PredMeanScoreC17	PredMeanScoreC18	PredMeanScoreC19	PredMeanScoreC20	PredMeanScoreC21	PredMeanScoreC22	PredMeanScoreC23	PredMeanScoreC24
P01_1_s1D	1.894251	0.000000	0.257633	0.610941	0.121196	0.003410	0.003410	0.003410	0.000000	NaN	0.000000	38.418271	3.017400	0.439435	0.098586	1.000000	NaN	1.569409	0.177898	-691.913900	-699.047657	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.881481	33.633333	66.766667	100.048148	150.362963	200.044444	83.455556	83.666667	83.800000	83.522222	83.422222	83.433333	83.444444	83.666667	83.377778	83.533333	83.788889	83.500000	83.766667	83.622222	83.588889	83.733333	83.833333	83.500000	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.119149	0.300000	0.107143	0.048780	0.000000	0.000000	0.018868	0.166667	0.083333	0.111111	0.076923	0.100000	0.000000	0.083333	0.000000	0.000000	0.307692	0.400000	0.545455	0.222222	0.222222	0.153846	0.750000	0.363636	0.090909	0.086420	0.333333	0.111111	0.074074	0.000000	0.000000	0.037037	0.222222	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.222222	0.000000	0.000000	0.086420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.333333	0.555556	0.222222	0.222222	0.111111	0.777778	0.444444	0.111111	1.450617	1.111111	1.037037	1.518519	1.814815	2.074074	1.962963	1.333333	1.333333	1.000000	1.444444	1.111111	1.555556	1.333333	1.777778	1.777778	1.444444	1.111111	1.222222	1.000000	1.000000	1.444444	1.333333	1.222222	1.222222	0.777778	0.925926	1.444444	1.814815	2.074074	1.925926	1.111111	1.222222	0.888889	1.333333	1.000000	1.555556	1.222222	1.777778	1.777778	1.000000	0.666667	0.555556	0.777778	0.777778	1.222222	0.333333	0.777778	1.111111	0.567038	0.979834	1.469422	1.699325	1.831473	1.870962	1.433089	1.434384	1.435182	1.433501	1.432890	1.432959	1.413969	1.415298	1.413568	0.693037	0.693745	0.692943	0.917174	0.916658	0.916543	0.808263	0.808576	0.807530
P01_2_s1T	2.717515	0.000000	0.003408	0.337795	0.608031	0.043191	0.003787	0.003787	3.891668	3.826176	0.000000	43.835202	4.095089	0.495336	0.102687	1.000000	NaN	0.595855	0.060544	-710.151636	-716.184241	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.733333	33.392593	66.907407	100.377778	150.622222	200.729630	83.644444	83.600000	83.544444	83.688889	83.666667	83.644444	83.944444	83.611111	83.622222	83.544444	83.522222	83.711111	83.666667	83.655556	83.700000	83.588889	83.666667	83.622222	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.150820	0.440000	0.288889	0.052632	0.045455	0.077922	0.049383	0.125000	0.176471	0.071429	0.000000	0.076923	0.000000	0.058824	0.000000	0.000000	0.111111	0.666667	0.153846	0.312500	0.833333	0.352941	0.583333	0.187500	0.428571	0.225309	0.407407	0.481481	0.111111	0.111111	0.222222	0.148148	0.222222	0.333333	0.111111	0.000000	0.111111	0.000000	0.111111	0.000000	0.000000	0.222222	0.555556	0.000000	0.333333	0.111111	0.333333	0.444444	0.222222	0.555556	0.058642	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.222222	0.222222	0.444444	0.333333	0.333333	0.111111	0.111111	1.882716	0.925926	1.666667	2.111111	2.444444	2.851852	3.000000	1.777778	1.888889	1.555556	1.333333	1.444444	1.444444	1.888889	1.888889	1.777778	2.000000	1.333333	1.444444	1.777778	0.666667	1.888889	1.333333	1.777778	1.555556	0.518519	1.185185	2.000000	2.333333	2.629630	2.851852	1.555556	1.555556	1.444444	1.333333	1.333333	1.444444	1.777778	1.888889	1.777778	1.777778	0.444444	1.222222	1.222222	0.111111	1.222222	0.555556	1.444444	0.888889	0.530851	1.110093	1.904098	2.325292	2.590203	2.674712	1.649426	1.649087	1.648665	1.649764	1.649595	1.649426	1.617064	1.614614	1.614696	1.138618	1.138487	1.139590	0.839889	0.839837	0.840044	0.991142	0.991547	0.991315
P01_3_s2D	2.500948	0.000000	0.044905	0.424095	0.523574	0.002475	0.002475	0.002475	0.000000	NaN	0.000000	48.282996	3.332449	0.390670	0.079077	1.000000	NaN	1.110518	0.112145	-711.774565	-719.498313	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.755556	34.177778	66.770370	100.744444	150.270370	200.111111	83.422222	83.300000	83.544444	83.511111	83.355556	83.700000	83.622222	83.377778	83.533333	83.633333	83.466667	83.466667	83.511111	83.566667	83.355556	83.788889	83.811111	83.588889	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.101523	0.250000	0.138889	0.105263	0.033898	0.040541	0.069444	0.055556	0.058824	0.062500	0.133333	0.066667	0.125000	0.111111	0.000000	0.000000	0.000000	0.200000	0.272727	0.142857	0.333333	0.153846	0.272727	0.307692	0.153846	0.145062	0.296296	0.185185	0.222222	0.074074	0.111111	0.185185	0.111111	0.111111	0.111111	0.222222	0.111111	0.222222	0.222222	0.000000	0.000000	0.000000	0.000000	0.111111	0.222222	0.111111	0.111111	0.222222	0.000000	0.111111	0.040123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222222	0.222222	0.000000	0.222222	0.111111	0.111111	0.444444	0.111111	1.824074	1.185185	1.333333	2.111111	2.185185	2.740741	2.666667	2.000000	1.888889	1.777778	1.666667	1.666667	1.777778	2.000000	2.000000	2.000000	1.777778	1.111111	1.222222	1.555556	1.000000	1.444444	1.222222	1.444444	1.444444	0.888889	1.148148	1.888889	2.111111	2.629630	2.481481	1.888889	1.777778	1.666667	1.444444	1.555556	1.555556	1.777778	2.000000	2.000000	1.777778	0.888889	0.888889	1.333333	0.666667	1.222222	0.888889	1.000000	1.222222	0.731878	1.313405	1.975587	2.288857	2.446194	2.486041	1.699355	1.698588	1.700099	1.699899	1.698943	1.701051	1.699160	1.697642	1.698616	1.069315	1.068647	1.068643	1.128367	1.128603	1.127710	1.099778	1.099867	1.098952
P01_4_s2T	2.720722	0.000000	0.008004	0.373435	0.512256	0.103732	0.001287	0.001287	0.240993	4.628879	0.000000	47.502214	5.028652	0.352601	0.075024	1.000000	NaN	0.762021	0.075292	-731.593812	-737.428573	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.714815	33.444444	66.933333	100.366667	150.574074	200.744444	83.622222	83.611111	83.633333	83.611111	83.633333	83.655556	83.633333	83.622222	83.622222	83.622222	83.688889	83.633333	83.633333	83.622222	83.600000	83.633333	83.622222	83.633333	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.125786	0.400000	0.166667	0.100000	0.057143	0.040000	0.000000	0.000000	0.066667	0.142857	0.142857	0.066667	0.117647	0.062500	0.111111	0.000000	0.000000	0.285714	0.466667	0.230769	0.461538	0.214286	0.461538	0.352941	0.066667	0.179012	0.444444	0.296296	0.222222	0.148148	0.111111	0.000000	0.000000	0.111111	0.222222	0.222222	0.111111	0.222222	0.111111	0.222222	0.000000	0.000000	0.111111	0.333333	0.111111	0.333333	0.111111	0.333333	0.111111	0.111111	0.067901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.444444	0.222222	0.333333	0.222222	0.333333	0.555556	0.000000	1.962963	1.111111	1.777778	2.222222	2.592593	2.777778	2.851852	2.000000	1.666667	1.555556	1.555556	1.666667	1.888889	1.777778	2.000000	2.000000	1.888889	1.555556	1.666667	1.444444	1.444444	1.555556	1.444444	1.888889	1.666667	0.666667	1.481481	2.000000	2.444444	2.666667	2.851852	2.000000	1.555556	1.333333	1.333333	1.555556	1.666667	1.666667	1.777778	2.000000	1.888889	1.111111	0.888889	1.111111	0.777778	1.222222	0.777778	1.222222	1.555556	0.718657	1.299242	2.046304	2.414528	2.629968	2.693483	1.718024	1.717951	1.718096	1.717951	1.718096	1.718240	1.708243	1.708170	1.708170	1.247579	1.247921	1.247636	1.098589	1.098537	1.098433	1.173062	1.173007	1.173062
P02_1_s1D	2.611848	0.000000	0.002327	0.472625	0.442902	0.077493	0.002327	0.002327	9.778984	2.510118	0.000000	57.272678	5.186593	0.592503	0.110096	1.000000	NaN	0.613101	0.061985	-691.958922	-697.943604	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.951852	33.651852	66.777778	100.296296	150.162963	200.066667	83.477778	83.733333	83.644444	83.577778	83.677778	83.633333	83.655556	83.566667	83.700000	83.577778	83.388889	83.744444	83.444444	83.522222	83.577778	83.544444	83.644444	83.755556	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.149351	0.642857	0.239130	0.095238	0.089552	0.041096	0.049383	0.000000	0.125000	0.200000	0.066667	0.071429	0.000000	0.055556	0.000000	0.111111	0.312500	0.333333	0.214286	0.166667	0.750000	0.214286	0.727273	0.066667	0.200000	0.231481	0.666667	0.407407	0.222222	0.222222	0.111111	0.148148	0.000000	0.222222	0.333333	0.111111	0.111111	0.000000	0.111111	0.000000	0.222222	0.444444	0.111111	0.333333	0.222222	0.111111	0.000000	0.555556	0.000000	0.111111	0.052469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111111	0.333333	0.000000	0.000000	0.555556	0.333333	0.333333	0.111111	0.111111	1.901235	1.037037	1.703704	2.333333	2.481481	2.703704	3.000000	2.000000	1.777778	1.666667	1.666667	1.555556	1.555556	2.000000	2.000000	2.000000	1.777778	1.333333	1.555556	1.333333	0.888889	1.555556	1.222222	1.666667	1.111111	0.370370	1.296296	2.111111	2.259259	2.592593	2.851852	2.000000	1.555556	1.333333	1.555556	1.444444	1.555556	1.888889	2.000000	1.777778	1.222222	0.888889	1.222222	1.111111	0.222222	1.222222	0.333333	1.555556	0.888889	0.393584	1.149593	2.024366	2.388704	2.558296	2.597549	1.755818	1.757579	1.756966	1.756526	1.757202	1.756902	1.725408	1.724802	1.725714	1.113464	1.112581	1.114240	0.810820	0.811107	0.811307	0.963600	0.964009	0.964466
P02_2_s1T	1.545491	0.000000	0.514211	0.444463	0.032138	0.003063	0.003063	0.003063	15.680999	0.931809	0.000000	43.336661	4.470686	0.672490	0.168269	1.000000	NaN	0.289790	0.042700	-535.364386	-542.191082	0.000000	0.000000	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.655556	33.477778	66.955556	100.377778	150.529630	200.774074	83.666667	83.666667	83.555556	83.666667	83.555556	83.666667	83.666667	83.722222	83.722222	83.722222	83.611111	83.666667	83.611111	83.666667	83.722222	83.611111	83.722222	83.611111	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.095101	0.500000	0.055556	0.000000	0.052632	0.022727	0.020408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181818	0.666667	0.250000	0.500000	0.500000	0.428571	0.400000	0.428571	0.222222	0.021605	0.037037	0.037037	0.000000	0.074074	0.037037	0.037037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111111	0.000000	0.000000	0.080247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222222	0.666667	0.222222	0.333333	0.444444	0.333333	0.111111	0.333333	0.222222	1.070988	0.074074	0.666667	1.222222	1.407407	1.629630	1.814815	1.444444	1.222222	1.111111	0.666667	0.888889	1.222222	1.222222	1.333333	1.222222	1.222222	1.000000	0.888889	0.666667	0.888889	0.777778	0.555556	0.777778	1.000000	0.037037	0.629630	1.222222	1.333333	1.592593	1.777778	1.444444	1.222222	1.111111	0.666667	0.888889	1.222222	1.222222	1.333333	1.222222	1.000000	0.333333	0.666667	0.333333	0.444444	0.444444	0.333333	0.444444	0.777778	0.041672	0.610889	1.183940	1.400875	1.502636	1.528280	1.236080	1.236080	1.235415	1.236080	1.235415	1.236080	1.158709	1.159002	1.159002	0.782585	0.782194	0.782389	0.285615	0.285694	0.285774	0.547281	0.547556	0.547281
P02_3_s2D	3.094785	0.000000	0.010857	0.053384	0.772082	0.159537	0.002069	0.002069	0.000000	NaN	0.000000	54.409641	3.281712	0.346065	0.070354	1.000000	NaN	0.502746	0.048356	-711.714693	-720.424696	0.000000	0.000001	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.803704	33.977778	66.774074	101.266667	150.151852	200.051852	83.388889	83.544444	83.244444	83.533333	83.677778	83.622222	83.466667	83.500000	83.455556	83.400000	83.477778	83.466667	83.611111	83.511111	83.577778	83.288889	83.255556	83.444444	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.096350	0.342857	0.083333	0.095890	0.012346	0.012658	0.000000	0.055556	0.071429	0.125000	0.187500	0.066667	0.117647	0.058824	0.000000	0.058824	0.000000	0.187500	0.187500	0.142857	0.727273	0.285714	0.357143	0.062500	0.176471	0.148148	0.444444	0.148148	0.259259	0.037037	0.037037	0.000000	0.111111	0.111111	0.222222	0.333333	0.111111	0.222222	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.000000	0.444444	0.111111	0.222222	0.111111	0.222222	0.055556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.222222	0.222222	0.444444	0.333333	0.333333	0.000000	0.111111	2.114198	1.296296	1.777778	2.703704	3.000000	2.925926	3.185185	2.000000	1.555556	1.777778	1.777778	1.666667	1.888889	1.888889	2.000000	1.888889	1.888889	1.777778	1.777778	1.555556	1.222222	1.555556	1.555556	1.777778	1.888889	0.851852	1.629630	2.444444	2.962963	2.888889	3.185185	1.888889	1.444444	1.555556	1.444444	1.555556	1.666667	1.777778	2.000000	1.777778	1.888889	1.444444	1.444444	1.333333	0.333333	1.111111	1.000000	1.666667	1.555556	0.833124	1.511331	2.351295	2.777707	3.002787	3.067515	1.784354	1.785196	1.783542	1.785153	1.785932	1.785638	1.724370	1.724555	1.724303	1.486817	1.487279	1.487209	1.109156	1.108680	1.108995	1.293728	1.293556	1.294538
P02_4_s2T	2.996780	0.000000	0.010470	0.160888	0.656686	0.167522	0.002217	0.002217	4.838327	3.236868	0.000000	65.386417	6.748367	0.287708	0.061708	1.000000	NaN	0.564004	0.054940	-685.179410	-691.500343	0.000000	0.000001	27.000000	27.000000	27.000000	27.000000	27.000000	27.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	9.000000	16.629630	33.400000	66.892593	100.370370	150.537037	200.755556	83.622222	83.644444	83.588889	83.644444	83.611111	83.611111	83.600000	83.655556	83.644444	83.677778	83.655556	83.666667	83.677778	83.600000	83.644444	83.622222	83.622222	83.566667	162.000000	162.000000	162.000000	162.000000	162.000000	162.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	36.000000	0.121127	0.444444	0.272727	0.136986	0.064103	0.047619	0.044944	0.000000	0.000000	0.062500	0.000000	0.055556	0.176471	0.000000	0.000000	0.000000	0.058824	0.200000	0.333333	0.285714	0.500000	0.062500	0.076923	0.058824	0.187500	0.231481	0.592593	0.555556	0.370370	0.185185	0.148148	0.148148	0.000000	0.000000	0.111111	0.000000	0.111111	0.333333	0.000000	0.000000	0.000000	0.111111	0.333333	0.333333	0.333333	0.222222	0.111111	0.111111	0.111111	0.111111	0.033951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.111111	0.555556	0.000000	0.000000	0.000000	0.222222	2.191358	1.333333	2.037037	2.703704	2.888889	3.111111	3.296296	2.000000	1.888889	1.777778	1.666667	2.000000	1.888889	2.000000	2.000000	2.000000	1.888889	1.666667	2.000000	1.555556	1.555556	1.777778	1.444444	1.888889	1.777778	0.740741	1.481481	2.333333	2.703704	2.962963	3.148148	2.000000	1.888889	1.666667	1.666667	1.888889	1.555556	2.000000	2.000000	2.000000	1.777778	1.333333	1.333333	1.111111	0.777778	1.666667	1.333333	1.777778	1.444444	0.711955	1.508305	2.424148	2.789587	2.951533	2.985771	1.838861	1.838971	1.838697	1.838971	1.838806	1.838806	1.798225	1.798513	1.798456	1.543325	1.543216	1.543271	1.245173	1.244840	1.245030	1.389409	1.389409	1.389155
